_id,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,original_language,original_title,overview,popularity,poster_path,tagline,genres,spoken_languages,imdb_id,production_companies,production_countries
65ef3f30675dde8010852dd8,122,The Lord of the Rings: The Return of the King,8.474,22334,Released,2003-12-01T00:00:00.000Z,1118888979,201,False,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,94000000,http://www.lordoftherings.net,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",99.276,https://image.tmdb.org/t/p/original//rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,The eye of the enemy is moving.,"Adventure, Fantasy, Action",English,tt0167260,"New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America"
65ef3f30675dde8010852e44,330459,Rogue One: A Star Wars Story,7.488,14354,Released,2016-12-14T00:00:00.000Z,1056057273,133,False,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,200000000,http://www.starwars.com/films/rogue-one,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,33.1,https://image.tmdb.org/t/p/original//i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,A Rebellion Built on Hope,"Action, Adventure, Science Fiction",English,tt3748528,Lucasfilm Ltd.,United States of America
65ef3f30675dde8010852e0b,49051,The Hobbit: An Unexpected Journey,7.339,17356,Released,2012-12-12T00:00:00.000Z,1021103568,169,False,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,250000000,http://www.thehobbit.com/,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",83.524,https://image.tmdb.org/t/p/original//yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,From the smallest beginnings come the greatest legends.,"Adventure, Fantasy, Action",English,tt0903624,"Warner Bros. Pictures, Metro-Goldwyn-Mayer, New Line Cinema, WingNut Films","New Zealand, United States of America"
65ef3f30675dde80108530db,507086,Jurassic World Dominion,6.787,5225,Released,2022-06-01T00:00:00.000Z,1001978080,147,False,/9eAn20y26wtB3aet7w9lHjuSgZ3.jpg,165000000,https://www.jurassicworld.com,en,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",113.897,https://image.tmdb.org/t/p/original//kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,The epic conclusion of the Jurassic era.,"Adventure, Action, Science Fiction",English,tt8041270,"Amblin Entertainment, Universal Pictures",United States of America
65ef4155675dde80108b5360,961658,La razon de cada parte(Jose curricular),0.0,0,Released,,1000000000,0,False,,500000,,es,La razon de cada parte(Jose curricular),,0.6,https://image.tmdb.org/t/p/original//cAFWKZp4gBujdzik6RVVWR4aMMg.jpg,,,,,,
65ef41a0675dde80108c56cf,1189582,Pouring Out The Heart,0.0,0,Released,2023-05-17T00:00:00.000Z,1000000000,3,False,,1,,en,Pouring Out The Heart,"After struggling with the expectations to ask somebody on a date, a young man reveals his crippling internal struggles with anxiety and paranoia which infest his thoughts.",0.726,https://image.tmdb.org/t/p/original//uRLCABWz5pSJIE7sbMv5JmI0c2X.jpg,,Drama,English,tt27673298,Staffordshire University,
65ef41b5675dde80108ca215,1200821,fucking mother ernesto,0.0,0,Released,,1000000000,4,False,,50,,en,fucking mother ernesto,sons of ernesto,0.0,,prepare for being hijos de ernesto,,,,,
65ef3f30675dde8010852e67,353486,Jumanji: Welcome to the Jungle,6.827,12796,Released,2017-12-09T00:00:00.000Z,995339117,119,False,/zJDMuXQDraHjtF53wikmyBQIcYe.jpg,90000000,https://www.sonypictures.com/movies/jumanjiwelcometothejungle,en,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",26.669,https://image.tmdb.org/t/p/original//pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,The game has evolved.,"Adventure, Action, Comedy, Fantasy",English,tt2283362,"Radar Pictures, Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",United States of America
65ef3f30675dde8010852f75,278927,The Jungle Book,6.86,7668,Released,2016-04-07T00:00:00.000Z,966550600,106,False,/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg,175000000,http://movies.disney.com/the-jungle-book-2016,en,The Jungle Book,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",33.274,https://image.tmdb.org/t/p/original//xIGhgcLtzzTON56G905I5tuwNQM.jpg,The legend will never be the same.,"Family, Adventure, Drama, Fantasy",English,tt3040964,"Walt Disney Pictures, Fairview Entertainment, Moving Picture Company","United Kingdom, United States of America"
65ef3f30675dde8010852e77,57158,The Hobbit: The Desolation of Smaug,7.57,12255,Released,2013-12-11T00:00:00.000Z,958400000,161,False,/npCPnwDyWfQltGfIZKN6WqeUXGI.jpg,250000000,http://www.thehobbit.com/,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",70.03,https://image.tmdb.org/t/p/original//70Ux6sHFIqu0bVFp8xzBZCOQFXM.jpg,Beyond darkness... beyond desolation... lies the greatest danger of all.,"Fantasy, Adventure, Action",English,tt1170358,"Warner Bros. Pictures, WingNut Films, New Line Cinema, Metro-Goldwyn-Mayer","New Zealand, United States of America"
65ef4200675dde80108dbe5c,1224207,Adventures in Bora Bora,0.0,0,Released,2023-08-23T00:00:00.000Z,3000000000,5,False,/gkoq31q4fe9L1cCooZI5y61FlN7.jpg,800000000,https://m.youtube.com/watch?v=F-QGRigpYmw&pp=ygUbYWR2ZW50dXJlcyBpbiBib3JhIGJvcmEgYWNl,en,Adventures in Bora Bora,"The adventures in Bora Bora, is an astonishing short film about the struggles and horrors that there is in the complex dynamic of “Bora Bora”. Expect gore, treason, sex, and most importantly humour.",0.0,https://image.tmdb.org/t/p/original//hx51R9mVvy7tRxY9flKtfC4m2A6.jpg,(English),"Horror, War",English,,,
65ef41dc675dde80108d3269,1236552,Bee Movie,0.0,0,Released,,2930000000,91,False,,150000000,,en,Bee Movie,"Fresh out of college, Barry the Bee finds the prospect of working with honey uninspiring. He flies outside the hive for the first time and talks to a human, breaking a cardinal rule of his species. Barry learns that humans have been stealing and eating honey for centuries, and he realizes that his true calling is to obtain justice for his kind by suing humanity for theft.",1.4,https://image.tmdb.org/t/p/original//y6NkzOcroqr1YgToGipXSq9LzQH.jpg,"""Get the nectar, make the honey, get the pollen, make the honey.""",,,,,
65ef3f30675dde8010852dc7,19995,Avatar,7.573,29815,Released,2009-12-15T00:00:00.000Z,2923706026,162,False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,237000000,https://www.avatar.com/movies/avatar,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",79.932,https://image.tmdb.org/t/p/original//kyeqWdyUXW608qlYkRqosgbbJyK.jpg,Enter the world of Pandora.,"Action, Adventure, Fantasy, Science Fiction","English, Spanish",tt0499549,"Dune Entertainment, Lightstorm Entertainment, 20th Century Fox, Ingenious Media","United States of America, United Kingdom"
65ef3f30675dde8010852dd3,299534,Avengers: Endgame,8.263,23857,Released,2019-04-24T00:00:00.000Z,2800000000,181,False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,356000000,https://www.marvel.com/movies/avengers-endgame,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",91.756,https://image.tmdb.org/t/p/original//or06FN3Dka5tukK1e9sl16pB3iy.jpg,Avenge the fallen.,"Adventure, Science Fiction, Action","English, Japanese, Xhosa",tt4154796,Marvel Studios,United States of America
65ef3f30675dde8010852ede,76600,Avatar: The Way of Water,7.654,9830,Released,2022-12-14T00:00:00.000Z,2320250281,192,False,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,460000000,https://www.avatar.com/movies/avatar-the-way-of-water,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",241.285,https://image.tmdb.org/t/p/original//t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,Return to Pandora.,"Science Fiction, Adventure, Action",English,tt1630029,"20th Century Studios, Lightstorm Entertainment",United States of America
65ef3f30675dde8010852dca,299536,Avengers: Infinity War,8.255,27713,Released,2018-04-25T00:00:00.000Z,2052415039,149,False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,300000000,https://www.marvel.com/movies/avengers-infinity-war,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",154.34,https://image.tmdb.org/t/p/original//7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,An entire universe. Once and for all.,"Adventure, Action, Science Fiction","English, Xhosa",tt4154756,Marvel Studios,United States of America
65ef3f30675dde8010852dc8,24428,The Avengers,7.71,29166,Released,2012-04-25T00:00:00.000Z,1518815515,143,False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,220000000,https://www.marvel.com/movies/the-avengers,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",98.082,https://image.tmdb.org/t/p/original//RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,Some assembly required.,"Science Fiction, Action, Adventure","English, Hindi, Russian",tt0848228,Marvel Studios,United States of America
65ef3f30675dde8010852f80,361743,Top Gun: Maverick,8.26,7546,Released,2022-05-24T00:00:00.000Z,1488732821,131,False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,170000000,https://www.topgunmovie.com,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",126.291,https://image.tmdb.org/t/p/original//62HCnUTziyWcpDaBO2i1DX17ljH.jpg,Feel the need... The need for speed.,"Action, Drama",English,tt1745960,"Skydance, Don Simpson/Jerry Bruckheimer Films, Paramount",United States of America
65ef3f30675dde8010852ddb,99861,Avengers: Age of Ultron,7.276,21754,Released,2015-04-22T00:00:00.000Z,1405403694,141,False,/6YwkGolwdOMNpbTOmLjoehlVWs5.jpg,365000000,http://marvel.com/movies/movie/193/avengers_age_of_ultron,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",96.565,https://image.tmdb.org/t/p/original//4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,A new age has come.,"Action, Adventure, Science Fiction",English,tt2395427,Marvel Studios,United States of America
65ef3f30675dde8010852fd3,502356,The Super Mario Bros. Movie,7.775,6743,Released,2023-04-05T00:00:00.000Z,1355725263,93,False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,100000000,https://www.thesupermariobros.movie,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",410.411,https://image.tmdb.org/t/p/original//qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,Not all heroes wear capes. Some wear overalls.,"Animation, Family, Adventure, Fantasy, Comedy",English,tt6718170,"Universal Pictures, Illumination, Nintendo","Japan, United States of America"
65ef3f30675dde8010852ddc,271110,Captain America: Civil War,7.4,21541,Released,2016-04-27T00:00:00.000Z,1155046416,147,False,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,250000000,https://www.marvel.com/movies/captain-america-civil-war,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",70.741,https://image.tmdb.org/t/p/original//rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,United we stand. Divided we fall.,"Adventure, Action, Science Fiction","Romanian, English, German, Russian",tt3498820,Marvel Studios,United States of America
65ef3f30675dde8010852e39,299537,Captain Marvel,6.843,14657,Released,2019-03-06T00:00:00.000Z,1131416446,124,False,/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,152000000,https://www.marvel.com/movies/captain-marvel,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",50.399,https://image.tmdb.org/t/p/original//AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,Higher. Further. Faster.,"Action, Adventure, Science Fiction",English,tt4154664,Marvel Studios,United States of America
65ef40e1675dde801089cfca,1163324,Lil Detective,10.0,1,Released,,999999999,8,False,,2,https://www.youtube.com/watch?v=yzqhxgoV0Bg&feature=youtu.be,en,Little Detective man does good job busting bananas,Undercover Detective poses as a customer for an illegal banana weapons dealer. The results may shock you.,0.6,https://image.tmdb.org/t/p/original//wfvzUa3F62gP05knCpHxmTOkdpl.jpg,Ok guys. This is bananas.,"Action, Thriller, Mystery, Crime",English,,,
65ef3f30675dde8010852e57,122917,The Hobbit: The Battle of the Five Armies,7.309,13301,Released,2014-12-10T00:00:00.000Z,956019788,144,False,/bVmSXNgH1gpHYTDyF9Q826YwJT5.jpg,250000000,https://www.warnerbros.com/movies/hobbit-battle-five-armies/,en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",94.048,https://image.tmdb.org/t/p/original//xT98tLqatZPQApyRmlPL12LtiWp.jpg,Witness the defining chapter of the Middle-Earth saga,"Action, Adventure, Fantasy",English,tt2310332,"Warner Bros. Pictures, WingNut Films, New Line Cinema, 3Foot7, Metro-Goldwyn-Mayer","New Zealand, United States of America"
65ef3f30675dde8010852f57,453395,Doctor Strange in the Multiverse of Madness,7.355,7991,Released,2022-05-04T00:00:00.000Z,955775804,126,False,/jhXwGdyj2f5ZxCYZBKfBNcGBbWx.jpg,200000000,https://www.marvel.com/movies/doctor-strange-in-the-multiverse-of-madness,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",96.53,https://image.tmdb.org/t/p/original//9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,Enter a new dimension of Strange.,"Fantasy, Action, Adventure","Cantonese, English, Spanish",tt9419884,"Marvel Studios, Kevin Feige Productions",United States of America
65ef40c3675dde8010897736,1020253,Vacancy,10.0,1,Released,2018-05-26T00:00:00.000Z,903400045,6,False,/hK4fGABzMzqZhULjOaP4TmU8GhY.jpg,1000000,https://www.youtube.com/watch?v=dsjYYq-WokQ&list=PLlGHewppLvOvxSxsF5UvU8ruP2JbEfL8X&index=3,en,Vacancy,"After an unexplained murder, 3 friends locked in a school search for answers, a way out, and vengeance.",0.6,https://image.tmdb.org/t/p/original//dyOHHtWsHKMMbQzz55vEHGsmFju.jpg,"""The lights went out... next thing I knew he had a boomerang through his chest.""","Mystery, Comedy",English,,Movie Bros.,United States of America
65ef3f30675dde8010852e0f,209112,Batman v Superman: Dawn of Justice,5.952,17081,Released,2016-03-23T00:00:00.000Z,873637528,152,False,/5fX1oSGuYdKgwWmUTAN5MNSQGzr.jpg,250000000,https://www.warnerbros.com/movies/batman-v-superman-dawn-justice,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",78.589,https://image.tmdb.org/t/p/original//5UsK3grJvtQrtzEgqNlDljJW96w.jpg,Who will win?,"Action, Adventure, Fantasy",English,tt2975590,"Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy","Canada, United Kingdom, United States of America"
65ef3f30675dde8010852de6,283995,Guardians of the Galaxy Vol. 2,7.624,20353,Released,2017-04-19T00:00:00.000Z,863756051,137,False,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,200000000,http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,67.553,https://image.tmdb.org/t/p/original//y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,Obviously.,"Science Fiction, Adventure, Action",English,tt3896198,Marvel Studios,United States of America
65ef3f30675dde80108530a5,505642,Black Panther: Wakanda Forever,7.193,5475,Released,2022-11-09T00:00:00.000Z,859102154,162,False,/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,250000000,https://wakandaforevertickets.com,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",131.897,https://image.tmdb.org/t/p/original//sv1xJUazXeYqALzczSZ3O6nkH75.jpg,Forever.,"Action, Adventure, Science Fiction","English, French, Haitian; Haitian Creole, Spanish, Xhosa",tt9114286,Marvel Studios,United States of America
65ef3f30675dde8010852e35,335983,Venom,6.826,14724,Released,2018-09-28T00:00:00.000Z,856085151,112,False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,116000000,https://www.sonypictures.com/movies/venom,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",48.649,https://image.tmdb.org/t/p/original//2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,The world has enough Superheroes.,"Science Fiction, Action","Mandarin, English, Malay",tt1270797,"Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions","China, United States of America"
65ef3f30675dde8010852ede,76600,Avatar: The Way of Water,7.654,9830,Released,2022-12-14T00:00:00.000Z,2320250281,192,False,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,460000000,https://www.avatar.com/movies/avatar-the-way-of-water,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",241.285,https://image.tmdb.org/t/p/original//t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,Return to Pandora.,"Science Fiction, Adventure, Action",English,tt1630029,"20th Century Studios, Lightstorm Entertainment",United States of America
65ef3f30675dde8010852dfc,140607,Star Wars: The Force Awakens,7.293,18352,Released,2015-12-15T00:00:00.000Z,2068223624,136,False,/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg,245000000,http://www.starwars.com/films/star-wars-episode-vii,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",66.772,https://image.tmdb.org/t/p/original//wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,Every generation has a story.,"Adventure, Action, Science Fiction",English,tt2488496,"Lucasfilm Ltd., Bad Robot",United States of America
